0.0000000000,0.0000000000,3:11:22,0/0/200,47
0.0000000000,0.0000000000,3:11:22,7/11/2016,90
0.0000000000,0.0000000000,3:11:23,7/11/2016,46
0.0000000000,0.0000000000,3:11:23,7/11/2016,86
0.0000000000,0.0000000000,3:11:24,7/11/2016,52
0.0000000000,0.0000000000,3:11:24,7/11/2016,81
0.0000000000,0.0000000000,3:11:25,7/11/2016,44
0.0000000000,0.0000000000,3:11:25,7/11/2016,92
0.0000000000,0.0000000000,3:11:26,7/11/2016,44
0.0000000000,0.0000000000,3:11:26,7/11/2016,95
0.0000000000,0.0000000000,3:11:27,7/11/2016,44
0.0000000000,0.0000000000,3:11:27,7/11/2016,93
0.0000000000,0.0000000000,3:11:28,7/11/2016,55
0.0000000000,0.0000000000,3:11:28,7/11/2016,79
0.0000000000,0.0000000000,3:11:29,7/11/2016,55
0.0000000000,0.0000000000,3:11:29,7/11/2016,79
0.0000000000,0.0000000000,3:11:30,7/11/2016,56
0.0000000000,0.0000000000,3:11:30,7/11/2016,80
0.0000000000,0.0000000000,3:11:31,7/11/2016,44
0.0000000000,0.0000000000,3:11:31,7/11/2016,90
0.0000000000,0.0000000000,3:11:32,7/11/2016,51
0.0000000000,0.0000000000,3:11:32,7/11/2016,82
0.0000000000,0.0000000000,3:11:33,7/11/2016,45
0.0000000000,0.0000000000,3:11:33,7/11/2016,89
0.0000000000,0.0000000000,3:11:34,7/11/2016,57
0.0000000000,0.0000000000,3:11:35,7/11/2016,43
0.0000000000,0.0000000000,3:11:35,7/11/2016,88
0.0000000000,0.0000000000,3:11:36,7/11/2016,51
0.0000000000,0.0000000000,3:11:36,7/11/2016,87
0.0000000000,0.0000000000,3:11:37,7/11/2016,58
0.0000000000,0.0000000000,3:11:37,7/11/2016,80
0.0000000000,0.0000000000,3:11:38,7/11/2016,58
0.0000000000,0.0000000000,3:11:38,7/11/2016,83
0.0000000000,0.0000000000,3:11:39,7/11/2016,45
0.0000000000,0.0000000000,3:11:39,7/11/2016,90
0.0000000000,0.0000000000,3:11:40,7/11/2016,51
0.0000000000,0.0000000000,3:11:40,7/11/2016,83
0.0000000000,0.0000000000,3:11:41,7/11/2016,55
0.0000000000,0.0000000000,3:11:41,7/11/2016,82
0.0000000000,0.0000000000,3:11:42,7/11/2016,54
0.0000000000,0.0000000000,3:11:42,7/11/2016,79
0.0000000000,0.0000000000,3:11:43,7/11/2016,57
0.0000000000,0.0000000000,3:11:43,7/11/2016,79
0.0000000000,0.0000000000,3:11:44,7/11/2016,43
0.0000000000,0.0000000000,3:11:44,7/11/2016,96
0.0000000000,0.0000000000,3:11:45,7/11/2016,49
0.0000000000,0.0000000000,3:11:45,7/11/2016,91
0.0000000000,0.0000000000,3:11:46,7/11/2016,44
0.0000000000,0.0000000000,3:11:46,7/11/2016,95
0.0000000000,0.0000000000,3:11:47,7/11/2016,43
0.0000000000,0.0000000000,3:11:47,7/11/2016,96
0.0000000000,0.0000000000,3:11:48,7/11/2016,54
0.0000000000,0.0000000000,3:11:48,7/11/2016,89
0.0000000000,0.0000000000,3:11:49,7/11/2016,55
0.0000000000,0.0000000000,3:11:49,7/11/2016,92
0.0000000000,0.0000000000,3:11:50,7/11/2016,50
0.0000000000,0.0000000000,3:11:50,7/11/2016,81
0.0000000000,0.0000000000,3:11:51,7/11/2016,44
0.0000000000,0.0000000000,3:11:51,7/11/2016,95
0.0000000000,0.0000000000,3:11:52,7/11/2016,50
0.0000000000,0.0000000000,3:11:52,7/11/2016,85
0.0000000000,0.0000000000,3:11:53,7/11/2016,50
0.0000000000,0.0000000000,3:11:53,7/11/2016,90
0.0000000000,0.0000000000,3:11:54,7/11/2016,44
0.0000000000,0.0000000000,3:11:54,7/11/2016,92
0.0000000000,0.0000000000,3:11:55,7/11/2016,56
0.0000000000,0.0000000000,3:11:55,7/11/2016,78
0.0000000000,0.0000000000,3:11:56,7/11/2016,55
0.0000000000,0.0000000000,3:11:56,7/11/2016,87
0.0000000000,0.0000000000,3:11:57,7/11/2016,54
0.0000000000,0.0000000000,3:11:57,7/11/2016,80
0.0000000000,0.0000000000,3:11:58,7/11/2016,53
0.0000000000,0.0000000000,3:11:58,7/11/2016,81
0.0000000000,0.0000000000,3:11:59,7/11/2016,50
0.0000000000,0.0000000000,3:11:59,7/11/2016,89
0.0000000000,0.0000000000,3:12:0,7/11/2016,55
0.0000000000,0.0000000000,3:12:0,7/11/2016,82
0.0000000000,0.0000000000,3:12:1,7/11/2016,52
0.0000000000,0.0000000000,3:12:2,7/11/2016,52
0.0000000000,0.0000000000,3:12:2,7/11/2016,80
0.0000000000,0.0000000000,3:12:3,7/11/2016,48
0.0000000000,0.0000000000,3:12:3,7/11/2016,86
